0	1
1	0
7	0
8	0
9	0
13	0
15	0
16	0
17	0
20	1
22	0
23	0
26	1
28	0
29	0
32	0
33	0
35	0
36	0
37	1
40	0
42	0
43	0
48	0
49	0
51	0
52	0
53	1
55	0
57	0
60	0
63	0
65	0
66	1
67	0
70	0
71	0
72	0
73	0
75	0
79	0
80	0
81	0
82	0
86	0
87	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
98	0
100	0
103	0
105	0
106	0
108	0
109	0
110	0
111	0
114	0
115	0
117	0
118	0
122	0
123	0
126	0
127	0
128	0
130	0
131	0
133	0
135	0
137	0
138	1
140	0
145	0
146	0
149	0
150	0
151	0
152	1
153	0
155	0
158	0
160	0
161	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
171	0
175	0
177	0
182	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
193	0
196	1
199	1
200	0
204	0
205	1
207	0
208	0
210	0
211	0
213	0
216	0
217	0
218	0
219	1
221	0
222	0
223	0
225	1
226	0
227	0
228	1
234	1
236	0
246	1
248	0
250	0
252	0
254	0
259	0
260	0
261	0
263	0
264	0
265	1
266	0
267	0
268	0
269	0
271	0
272	0
273	0
274	0
275	0
277	0
278	1
281	0
282	1
283	0
287	0
290	0
291	1
293	0
294	0
295	0
297	0
298	0
299	0
301	0
305	1
307	1
308	0
309	0
310	0
312	0
313	0
314	0
315	0
317	0
318	0
319	0
321	0
322	0
323	0
325	0
326	0
327	0
331	0
332	0
333	1
334	1
335	0
337	0
338	0
340	1
342	0
344	0
346	0
349	0
350	0
351	0
352	0
355	0
358	0
360	0
362	0
365	0
366	0
368	0
374	0
376	0
378	0
379	0
380	0
385	0
386	1
388	0
389	0
390	1
393	0
394	0
395	0
397	0
398	1
400	0
401	0
402	0
403	0
404	0
406	0
407	0
408	0
409	0
411	0
412	0
413	1
414	0
416	0
417	0
418	0
420	0
422	0
423	0
425	1
426	0
427	1
428	0
429	0
430	0
431	0
432	0
434	1
440	0
441	0
444	0
445	1
447	0
448	0
449	1
450	0
452	0
453	0
454	0
455	0
457	0
458	1
459	1
460	0
461	0
463	0
466	0
467	0
468	0
469	1
470	0
471	0
472	0
473	0
474	0
475	0
478	0
483	0
488	0
489	0
490	1
491	0
497	0
499	0
500	0
501	0
506	0
508	0
511	0
512	0
513	0
514	0
516	0
517	0
519	0
521	0
522	0
523	0
527	0
533	0
534	0
536	0
537	1
538	0
542	0
543	0
544	0
547	0
548	0
550	0
551	0
555	0
556	0
557	0
558	0
559	1
560	0
561	0
562	0
564	0
566	0
567	0
570	0
571	0
572	1
573	0
575	1
576	0
581	0
582	0
583	0
584	0
585	0
586	0
589	0
590	0
592	0
594	0
595	0
597	0
599	0
600	0
601	0
606	0
607	0
608	0
610	0
612	0
613	0
614	0
615	1
617	0
618	0
621	1
623	0
624	0
625	0
626	0
627	0
631	0
633	0
634	1
635	0
637	1
640	0
642	0
647	0
648	0
650	1
653	0
654	0
655	0
658	0
659	1
660	0
662	0
664	0
666	0
667	0
669	0
670	0
671	0
